Child's First Name,TotalCount,Gender,Year of Birth
Christian,159,MALE,2018
Eli,159,MALE,2018
Charles,159,MALE,2015
Elizabeth,158,FEMALE,2019
Chaya,158,FEMALE,2015
Scarlett,158,FEMALE,2015
Hailey,158,FEMALE,2014
Camila,158,FEMALE,2020
Kayla,158,FEMALE,2013
Nathaniel,158,MALE,2016
Jordan,158,MALE,2012
Xavier,157,MALE,2013
Maya,157,FEMALE,2020
Skylar,157,FEMALE,2015
Camila,157,FEMALE,2013
Amir,157,MALE,2013
Eli,157,MALE,2011
Asher,157,MALE,2021
Elias,157,MALE,2020
Sara,156,FEMALE,2014
Ayden,156,MALE,2016
Logan,156,MALE,2011
Kaylee,156,FEMALE,2012
Lily,155,FEMALE,2012
Penelope,155,FEMALE,2020
Scarlett,155,FEMALE,2019
Ariana,155,FEMALE,2018
Chana,155,FEMALE,2012
Luke,155,MALE,2014
Evan,155,MALE,2016
Owen,155,MALE,2016
Evelyn,154,FEMALE,2018
Ashley,154,FEMALE,2016
Arianna,154,FEMALE,2015
Charles,154,MALE,2016
Mateo,154,MALE,2016
Austin,154,MALE,2017
Zachary,154,MALE,2015
Amir,154,MALE,2015
Luke,154,MALE,2012
Alex,154,MALE,2011
Mila,154,FEMALE,2017
Arianna,154,FEMALE,2011
Gabriella,154,FEMALE,2016
Grace,153,FEMALE,2021
Chana,153,FEMALE,2018
Thomas,153,MALE,2016
Jordan,153,MALE,2014
Josiah,153,MALE,2019
John,153,MALE,2020
Chaim,153,MALE,2020
Ian,152,MALE,2019
Scarlett,152,FEMALE,2018
Charlotte,152,FEMALE,2011
Alyssa,152,FEMALE,2011
Vincent,152,MALE,2011
Oliver,152,MALE,2011
Asher,151,MALE,2019
Kayla,151,FEMALE,2015
Melanie,151,FEMALE,2012
Eva,151,FEMALE,2014
Amelia,151,FEMALE,2013
Owen,151,MALE,2013
Jordan,151,MALE,2013
Luke,151,MALE,2013
Charles,151,MALE,2018
Chaim,151,MALE,2015
Abraham,151,MALE,2012
Jason,151,MALE,2019
Layla,151,FEMALE,2016
Brian,151,MALE,2011
Luca,151,MALE,2020
Robert,150,MALE,2013
Anna,150,FEMALE,2014
Chana,150,FEMALE,2013
Alexandra,150,FEMALE,2013
Ariana,150,FEMALE,2019
Chaim,150,MALE,2013
Evan,150,MALE,2017
Jeremy,150,MALE,2011
Eli,150,MALE,2020
Sara,149,FEMALE,2021
Ashley,149,FEMALE,2017
Ariana,149,FEMALE,2017
Scarlett,149,FEMALE,2017
Nicole,149,FEMALE,2011
Scarlett,149,FEMALE,2013
Valentina,149,FEMALE,2013
Kaylee,149,FEMALE,2013
Luca,149,MALE,2018
Abraham,149,MALE,2018
Joel,149,MALE,2011
Josiah,149,MALE,2020
Mateo,149,MALE,2020
Caleb,148,MALE,2014
Luke,148,MALE,2015
Miles,148,MALE,2019
Austin,148,MALE,2013
Zachary,148,MALE,2013
Alex,148,MALE,2013
Avery,147,FEMALE,2018
Amir,147,MALE,2014
Chaim,147,MALE,2011
Layla,147,FEMALE,2021
Muhammad,146,MALE,2013
Owen,146,MALE,2015
Luca,146,MALE,2015
Xavier,146,MALE,2012
Evan,146,MALE,2019
Aidan,146,MALE,2011
Owen,146,MALE,2014
Madison,146,FEMALE,2021
Bella,146,FEMALE,2019
Hailey,146,FEMALE,2018
Penelope,146,FEMALE,2018
Scarlett,146,FEMALE,2016
Hannah,146,FEMALE,2015
Sophie,146,FEMALE,2012
Penelope,146,FEMALE,2014
Evelyn,146,FEMALE,2013
Elias,145,MALE,2017
Penelope,145,FEMALE,2016
Alexandra,145,FEMALE,2016
Layla,145,FEMALE,2015
Alexa,145,FEMALE,2015
Kayla,145,FEMALE,2014
Theodore,145,MALE,2016
Emilia,145,FEMALE,2018
Chase,145,MALE,2014
Muhammad,145,MALE,2014
Kayden,145,MALE,2018
Austin,145,MALE,2018
Nathaniel,145,MALE,2018
Angel,145,MALE,2020
Miles,144,MALE,2020
Valentina,144,FEMALE,2020
Eva,144,FEMALE,2011
Avery,144,FEMALE,2015
Eva,144,FEMALE,2015
Mila,144,FEMALE,2014
Layla,144,FEMALE,2014
Xavier,144,MALE,2016
Jaden,144,MALE,2013
Nathaniel,144,MALE,2017
Asher,144,MALE,2017
Evan,144,MALE,2018
Eli,144,MALE,2019
Jose,144,MALE,2011
Hailey,143,FEMALE,2019
Amir,143,MALE,2016
Isaiah,143,MALE,2013
Max,143,MALE,2014
Kyle,143,MALE,2012
Chana,143,FEMALE,2014
Ian,143,MALE,2011
Adrian,143,MALE,2021
Miriam,143,FEMALE,2014
Layla,143,FEMALE,2019
Max,142,MALE,2011
Miriam,142,FEMALE,2011
Emilia,142,FEMALE,2019
Riley,142,FEMALE,2015
Michelle,142,FEMALE,2012
Tyler,142,MALE,2016
Kayden,142,MALE,2014
Max,142,MALE,2018
Muhammad,142,MALE,2012
Alex,142,MALE,2012
Justin,142,MALE,2019
Elizabeth,141,FEMALE,2020
Michelle,141,FEMALE,2011
Mila,141,FEMALE,2016
Zachary,141,MALE,2017
Josiah,141,MALE,2014
Steven,141,MALE,2012
Chaim,140,MALE,2016
Ian,140,MALE,2021
Andrew,140,MALE,2020
Carter,140,MALE,2016
Anna,139,FEMALE,2012
Bella,139,FEMALE,2014
Lily,139,FEMALE,2013
Amir,139,MALE,2018
Hunter,139,MALE,2018
Isaiah,139,MALE,2015
Jose,139,MALE,2012
Josiah,139,MALE,2021
Scarlett,139,FEMALE,2014
Rivka,139,FEMALE,2017
Melanie,139,FEMALE,2011
Kaylee,139,FEMALE,2011
Kevin,138,MALE,2018
Rivka,138,FEMALE,2019
Zoey,138,FEMALE,2018
Samantha,138,FEMALE,2017
Lily,138,FEMALE,2017
Savannah,138,FEMALE,2015
Anna,138,FEMALE,2015
Penelope,138,FEMALE,2015
Valentina,138,FEMALE,2015
Nicole,138,FEMALE,2012
Genesis,138,FEMALE,2012
Eva,138,FEMALE,2013
Angelina,138,FEMALE,2013
Ayden,138,MALE,2013
Steven,138,MALE,2013
Jordan,138,MALE,2017
Alex,138,MALE,2014
Carter,138,MALE,2018
Chase,138,MALE,2015
Austin,138,MALE,2015
Tristan,138,MALE,2012
Caleb,138,MALE,2019
Chaim,138,MALE,2019
Bryan,138,MALE,2011
Caleb,137,MALE,2018
Eli,137,MALE,2021
Hannah,137,FEMALE,2021
Miriam,137,FEMALE,2018
Avery,137,FEMALE,2016
Angelina,137,FEMALE,2012
Luke,137,MALE,2016
Zoey,136,FEMALE,2016
Aria,136,FEMALE,2016
Bella,136,FEMALE,2015
Chana,136,FEMALE,2015
Alexandra,136,FEMALE,2015
Evelyn,136,FEMALE,2012
Avery,136,FEMALE,2014
Bella,136,FEMALE,2013
Owen,136,MALE,2017
Joel,136,MALE,2014
Elias,136,MALE,2014
Owen,136,MALE,2018
Ayden,136,MALE,2019
Zachary,136,MALE,2011
Leo,136,MALE,2011
Andrew,136,MALE,2021
Austin,136,MALE,2019
Hailey,136,FEMALE,2020
Scarlett,136,FEMALE,2021
Victoria,136,FEMALE,2021
Samantha,136,FEMALE,2018
Layla,136,FEMALE,2018
Arianna,136,FEMALE,2016
Luke,135,MALE,2017
Brandon,135,MALE,2018
Carter,135,MALE,2015
Layla,135,FEMALE,2017
Hannah,135,FEMALE,2011
Grace,135,FEMALE,2020
Evelyn,135,FEMALE,2016
Lily,135,FEMALE,2015
Hannah,134,FEMALE,2014
Brianna,134,FEMALE,2013
Chaim,134,MALE,2018
Caleb,134,MALE,2012
Kayden,134,MALE,2019
Eliana,134,FEMALE,2018
Valentina,134,FEMALE,2021
Avery,134,FEMALE,2019
Samantha,134,FEMALE,2016
Eva,134,FEMALE,2016
Brianna,134,FEMALE,2015
Eva,134,FEMALE,2012
Alexa,134,FEMALE,2012
Jeremiah,133,MALE,2019
Evelyn,133,FEMALE,2019
Alice,133,FEMALE,2016
Kayla,133,FEMALE,2016
Kaylee,133,FEMALE,2014
Anna,133,FEMALE,2013
Jackson,133,MALE,2017
Thomas,133,MALE,2019
Robert,133,MALE,2011
Caleb,133,MALE,2011
Thomas,133,MALE,2020
Ayden,132,MALE,2018
Hailey,132,FEMALE,2017
Chana,132,FEMALE,2017
Aaliyah,132,FEMALE,2011
Chana,132,FEMALE,2011
Angelina,132,FEMALE,2014
Allison,132,FEMALE,2014
Mila,132,FEMALE,2020
Hunter,132,MALE,2016
Jackson,132,MALE,2013
Thomas,132,MALE,2013
Leonardo,132,MALE,2017
Tristan,132,MALE,2014
Emilia,132,FEMALE,2021
Xavier,132,MALE,2015
Miles,132,MALE,2021
Caleb,132,MALE,2020
Mateo,131,MALE,2018
Avery,131,FEMALE,2017
Naomi,131,FEMALE,2013
Isaiah,131,MALE,2017
Lily,131,FEMALE,2021
Zachary,131,MALE,2018
Vincent,131,MALE,2012
Luis,131,MALE,2011
Jonathan,131,MALE,2020
Penelope,130,FEMALE,2021
Scarlett,130,FEMALE,2020
Eliana,130,FEMALE,2019
Sophie,130,FEMALE,2019
Gianna,130,FEMALE,2011
Julia,130,FEMALE,2014
Melanie,130,FEMALE,2014
Layla,130,FEMALE,2013
Alex,130,MALE,2016
Joel,130,MALE,2013
Carter,130,MALE,2017
Chaim,130,MALE,2014
Hunter,130,MALE,2015
Levi,130,MALE,2021
Sophie,129,FEMALE,2013
Emilia,129,FEMALE,2020
Savannah,129,FEMALE,2018
London,129,FEMALE,2011
Evelyn,129,FEMALE,2015
Ariana,129,FEMALE,2012
Aaliyah,129,FEMALE,2013
Layla,129,FEMALE,2020
Steven,129,MALE,2014
Eric,129,MALE,2015
Robert,129,MALE,2015
Austin,129,MALE,2012
Luke,129,MALE,2011
Max,129,MALE,2020
Charles,129,MALE,2020
Rivka,128,FEMALE,2021
Sara,128,FEMALE,2020
Rivka,128,FEMALE,2018
Anna,128,FEMALE,2011
Amelia,128,FEMALE,2011
Julia,128,FEMALE,2013
Michelle,128,FEMALE,2013
Jackson,128,MALE,2016
Tyler,128,MALE,2017
Hunter,128,MALE,2014
Luis,128,MALE,2012
Bryan,128,MALE,2012
Jasper,128,MALE,2019
Owen,128,MALE,2019
Max,128,MALE,2019
Austin,127,MALE,2021
Eva,127,FEMALE,2019
Rivka,127,FEMALE,2016
Rivka,127,FEMALE,2015
Chana,127,FEMALE,2021
Allison,126,FEMALE,2013
Luca,126,MALE,2014
Angel,126,MALE,2018
Emmanuel,126,MALE,2015
Robert,126,MALE,2012
Ivan,126,MALE,2012
Charles,126,MALE,2021
Yosef,126,MALE,2021
Alexandra,126,FEMALE,2014
Ariana,126,FEMALE,2020
Savannah,126,FEMALE,2016
Mila,126,FEMALE,2015
Brianna,126,FEMALE,2014
Brianna,125,FEMALE,2016
Hailey,125,FEMALE,2021
Katherine,125,FEMALE,2011
Anna,125,FEMALE,2016
George,125,MALE,2016
Amir,125,MALE,2011
Thiago,125,MALE,2021
Owen,125,MALE,2021
Caleb,125,MALE,2021
Kayden,125,MALE,2020
Jose,124,MALE,2013
Gabriella,124,FEMALE,2018
Alice,124,FEMALE,2018
Gabriella,124,FEMALE,2017
Eva,124,FEMALE,2017
London,124,FEMALE,2012
Kayden,124,MALE,2016
Chana,124,FEMALE,2019
Brandon,124,MALE,2017
Luke,124,MALE,2018
Thomas,124,MALE,2018
Joel,124,MALE,2015
Jordan,124,MALE,2015
Ezra,124,MALE,2020
Zoey,123,FEMALE,2013
Riley,123,FEMALE,2020
Elizabeth,123,FEMALE,2021
Anna,123,FEMALE,2018
Allison,123,FEMALE,2015
Layla,123,FEMALE,2012
Aaliyah,123,FEMALE,2012
Naomi,123,FEMALE,2014
Jeremy,123,MALE,2016
Mateo,123,MALE,2015
Owen,123,MALE,2012
Chase,123,MALE,2012
Skylar,122,FEMALE,2017
Amy,122,FEMALE,2011
Genesis,122,FEMALE,2014
Aaliyah,122,FEMALE,2014
Evelyn,122,FEMALE,2014
Elias,122,MALE,2016
Kayden,122,MALE,2017
Mordechai,122,MALE,2018
Kayden,122,MALE,2015
Jackson,122,MALE,2015
Levi,122,MALE,2019
Kai,122,MALE,2021
Jackson,122,MALE,2021
Austin,122,MALE,2020
Yosef,122,MALE,2020
Allison,122,FEMALE,2011
Steven,121,MALE,2015
Naomi,121,FEMALE,2017
Stella,121,FEMALE,2017
Lily,121,FEMALE,2019
Richard,121,MALE,2012
Jaden,121,MALE,2012
Jake,121,MALE,2011
Ivan,121,MALE,2011
Alaia,121,FEMALE,2021
Alexa,121,FEMALE,2016
Julia,121,FEMALE,2012
Savannah,121,FEMALE,2014
Lily,121,FEMALE,2014
Melanie,121,FEMALE,2013
Alyssa,121,FEMALE,2013
Aidan,121,MALE,2013
Nathaniel,120,MALE,2020
Jace,120,MALE,2014
Alan,120,MALE,2015
Gabriella,120,FEMALE,2020
Emilia,120,FEMALE,2017
Rivka,120,FEMALE,2013
Kayden,119,MALE,2021
Stella,119,FEMALE,2018
Alice,119,FEMALE,2017
Evelyn,119,FEMALE,2011
Alexa,119,FEMALE,2011
Skylar,119,FEMALE,2016
Bella,119,FEMALE,2016
Zoey,119,FEMALE,2015
Penelope,119,FEMALE,2013
Vincent,119,MALE,2016
Cameron,119,MALE,2016
Caleb,119,MALE,2016
Robert,119,MALE,2016
Brian,119,MALE,2013
Caleb,119,MALE,2017
Xavier,119,MALE,2018
Vincent,119,MALE,2015
Joel,119,MALE,2012
Jackson,119,MALE,2012
Jackson,119,MALE,2019
Christopher,119,MALE,2021
Thiago,119,MALE,2020
Kai,119,MALE,2020
Levi,119,MALE,2020
Khloe,118,FEMALE,2014
Gabriella,118,FEMALE,2019
Jasmine,118,FEMALE,2011
Kylie,118,FEMALE,2015
Aaliyah,118,FEMALE,2015
Alyssa,118,FEMALE,2012
Allison,118,FEMALE,2012
Evelyn,118,FEMALE,2020
Aria,118,FEMALE,2014
Bella,118,FEMALE,2021
Chase,118,MALE,2016
Carter,118,MALE,2013
Vincent,118,MALE,2013
Gavin,118,MALE,2013
Cameron,118,MALE,2017
Menachem,118,MALE,2014
Elias,118,MALE,2012
George,118,MALE,2011
Austin,118,MALE,2011
Stella,117,FEMALE,2012
Aria,117,FEMALE,2020
Chana,117,FEMALE,2020
Alexandra,117,FEMALE,2017
Natalie,117,FEMALE,2011
Lily,117,FEMALE,2011
Allison,117,FEMALE,2016
Kaylee,117,FEMALE,2015
Nicole,117,FEMALE,2014
Genesis,117,FEMALE,2013
Gianna,117,FEMALE,2013
Angel,117,MALE,2019
Luke,117,MALE,2019
Mordechai,117,MALE,2019
Giovanni,117,MALE,2011
Gavin,117,MALE,2011
Luke,117,MALE,2020
Yosef,116,MALE,2014
Sophie,116,FEMALE,2017
Valentina,116,FEMALE,2011
Ariana,116,FEMALE,2011
Julia,116,FEMALE,2015
Aria,116,FEMALE,2015
Katherine,116,FEMALE,2015
Zoey,116,FEMALE,2014
Rivka,116,FEMALE,2020
Yosef,116,MALE,2012
Gavin,116,MALE,2012
Emmanuel,116,MALE,2012
George,116,MALE,2019
Ezra,116,MALE,2019
Tristan,116,MALE,2011
Angel,116,MALE,2021
Jeremiah,116,MALE,2020
Isaiah,115,MALE,2014
Zoey,115,FEMALE,2020
Eva,115,FEMALE,2020
Kayla,115,FEMALE,2019
Naomi,115,FEMALE,2018
Genesis,115,FEMALE,2016
Lily,115,FEMALE,2016
Alice,115,FEMALE,2015
Katherine,115,FEMALE,2012
Amy,115,FEMALE,2013
Jordan,115,MALE,2016
Isaiah,115,MALE,2016
Alan,115,MALE,2017
Shimon,115,MALE,2015
Jake,115,MALE,2012
Nathaniel,115,MALE,2019
Christian,115,MALE,2021
Kevin,114,MALE,2019
Skylar,114,FEMALE,2018
Yosef,114,MALE,2016
Xavier,114,MALE,2017
Aidan,114,MALE,2012
Zoey,114,FEMALE,2017
Jasmine,114,FEMALE,2014
Kayla,114,FEMALE,2017
Naomi,114,FEMALE,2015
Avery,114,FEMALE,2020
Avery,114,FEMALE,2012
Natalie,114,FEMALE,2012
Bryan,113,MALE,2014
Alex,113,MALE,2015
Leonardo,113,MALE,2016
Bella,113,FEMALE,2020
Rivka,113,FEMALE,2011
Aaliyah,113,FEMALE,2016
Naomi,113,FEMALE,2016
Alice,113,FEMALE,2012
Serenity,113,FEMALE,2012
Gianna,113,FEMALE,2012
Stella,113,FEMALE,2014
Alyssa,113,FEMALE,2014
Joel,113,MALE,2017
George,113,MALE,2017
Kyle,112,MALE,2014
Gianna,112,FEMALE,2018
Khloe,112,FEMALE,2011
Sophie,112,FEMALE,2016
Katherine,112,FEMALE,2014
Eliana,112,FEMALE,2014
Alan,112,MALE,2013
Ezra,112,MALE,2017
Zoey,112,FEMALE,2019
Oscar,112,MALE,2015
Kyle,112,MALE,2015
Gael,112,MALE,2019
Jordan,112,MALE,2019
Gael,112,MALE,2021
Jonathan,112,MALE,2021
Thomas,112,MALE,2021
Owen,112,MALE,2020
Luis,111,MALE,2013
Arya,111,FEMALE,2019
Eva,111,FEMALE,2018
Julia,111,FEMALE,2017
Layla,111,FEMALE,2011
Makayla,111,FEMALE,2011
Savannah,111,FEMALE,2012
Khloe,111,FEMALE,2012
Sophie,111,FEMALE,2014
Theodore,111,MALE,2013
Hunter,111,MALE,2017
Emmanuel,111,MALE,2014
Brian,111,MALE,2012
Victor,111,MALE,2011
Christian,111,MALE,2020
Robert,110,MALE,2014
Sophie,110,FEMALE,2015
Alexa,110,FEMALE,2013
Alan,110,MALE,2016
Yosef,110,MALE,2013
Leonardo,110,MALE,2014
Evelyn,110,FEMALE,2021
Emilia,110,FEMALE,2016
Vincent,110,MALE,2014
Gael,110,MALE,2018
Cameron,110,MALE,2015
Bryan,110,MALE,2015
Isaiah,110,MALE,2020
Jasper,110,MALE,2020
Alexandra,110,FEMALE,2019
Kyle,109,MALE,2011
Eliana,109,FEMALE,2013
Lily,109,FEMALE,2020
Riley,109,FEMALE,2021
Avery,109,FEMALE,2021
Genesis,109,FEMALE,2019
Genesis,109,FEMALE,2011
Kylie,109,FEMALE,2014
Katherine,109,FEMALE,2013
Eric,109,MALE,2016
Tristan,109,MALE,2015
Victor,109,MALE,2012
Andy,109,MALE,2012
Yosef,109,MALE,2019
Carlos,109,MALE,2011
Sean,109,MALE,2011
Thiago,108,MALE,2018
Alexa,108,FEMALE,2014
Jace,108,MALE,2016
Kayden,108,MALE,2013
Tristan,108,MALE,2013
Jeremy,108,MALE,2017
Gianna,108,FEMALE,2016
Jordan,108,MALE,2018
George,108,MALE,2015
Alan,108,MALE,2012
Zachary,108,MALE,2019
Ezra,108,MALE,2021
Ian,108,MALE,2020
Emmanuel,107,MALE,2013
Eliana,107,FEMALE,2020
Zoey,107,FEMALE,2021
Julia,107,FEMALE,2018
Genesis,107,FEMALE,2017
Anna,107,FEMALE,2017
Julia,107,FEMALE,2016
Maria,107,FEMALE,2016
Katherine,107,FEMALE,2016
Nicole,107,FEMALE,2015
Michelle,107,FEMALE,2015
Scarlett,107,FEMALE,2012
London,107,FEMALE,2013
Avery,107,FEMALE,2013
Natalie,107,FEMALE,2013
Jake,107,MALE,2013
Robert,107,MALE,2017
Jackson,107,MALE,2018
Jaden,107,MALE,2015
Carter,107,MALE,2019
Hunter,107,MALE,2019
Leonardo,107,MALE,2019
Jeremiah,107,MALE,2021
Chelsea,106,FEMALE,2012
George,106,MALE,2018
Asher,106,MALE,2015
Amir,106,MALE,2012
Evan,106,MALE,2021
Skylar,106,FEMALE,2019
Jackson,106,MALE,2014
Michelle,106,FEMALE,2014
Joel,106,MALE,2016
Genesis,106,FEMALE,2018
Eric,106,MALE,2017
Yosef,106,MALE,2017
Ezra,105,MALE,2018
Yosef,105,MALE,2015
Richard,105,MALE,2011
Legend,105,MALE,2021
Jordan,105,MALE,2020
Evan,105,MALE,2020
Gael,105,MALE,2020
Naomi,105,FEMALE,2021
Bella,105,FEMALE,2011
Kaylee,105,FEMALE,2016
Stella,105,FEMALE,2015
Skylar,105,FEMALE,2014
Oscar,105,MALE,2016
Kai,105,MALE,2016
Omar,105,MALE,2013
Ivan,105,MALE,2013
Ayden,105,MALE,2017
Ibrahim,105,MALE,2017
Miles,104,MALE,2018
Valentina,104,FEMALE,2012
Amy,104,FEMALE,2012
Amy,104,FEMALE,2014
Oscar,104,MALE,2013
Eleanor,104,FEMALE,2017
Owen,104,MALE,2011
Derek,104,MALE,2011
Zachary,104,MALE,2020
Gianna,104,FEMALE,2019
Anna,104,FEMALE,2020
Emmanuel,103,MALE,2011
Menachem,103,MALE,2011
Aaliyah,103,FEMALE,2017
Naomi,103,FEMALE,2019
Gianna,103,FEMALE,2017
Claire,103,FEMALE,2017
Eliana,103,FEMALE,2017
Kimberly,103,FEMALE,2011
Nicole,103,FEMALE,2016
Asher,103,MALE,2016
Omar,103,MALE,2014
Elias,103,MALE,2015
Carlos,103,MALE,2012
Ashley,102,FEMALE,2018
Eva,102,FEMALE,2021
Sophie,102,FEMALE,2011
Naomi,102,FEMALE,2011
Eleanor,102,FEMALE,2015
Adriana,102,FEMALE,2012
Maria,102,FEMALE,2014
Alice,102,FEMALE,2013
Kyle,102,MALE,2016
Bryan,102,MALE,2013
Alex,102,MALE,2017
Chase,102,MALE,2017
Miles,102,MALE,2014
Ivan,102,MALE,2014
Alan,102,MALE,2014
Menachem,102,MALE,2018
Jose,102,MALE,2015
Shimon,102,MALE,2019
Yosef,102,MALE,2011
Isaiah,102,MALE,2021
Jason,102,MALE,2020
Mordechai,101,MALE,2020
Naomi,101,FEMALE,2020
Kaylee,101,FEMALE,2018
Kaylee,101,FEMALE,2017
Genesis,101,FEMALE,2015
Bella,101,FEMALE,2012
Luca,101,MALE,2016
Miles,101,MALE,2016
Jaden,101,MALE,2014
Jake,101,MALE,2014
Yosef,101,MALE,2018
Sean,101,MALE,2012
Miguel,101,MALE,2011
Jackson,101,MALE,2011
Elias,101,MALE,2011
Ayden,101,MALE,2021
Max,101,MALE,2021
Aurora,101,FEMALE,2020
Jose,100,MALE,2014
Sophie,100,FEMALE,2018
Michelle,100,FEMALE,2016
Jade,100,FEMALE,2012
Rivka,100,FEMALE,2014
Maria,100,FEMALE,2013
Shimon,100,MALE,2016
Levi,100,MALE,2017
Sophie,100,FEMALE,2021
Shimon,100,MALE,2014
Gavin,100,MALE,2014
Asher,100,MALE,2014
George,100,MALE,2014
Derek,100,MALE,2014
Vincent,100,MALE,2018
Justin,100,MALE,2020
Ayden,100,MALE,2020
Miles,99,MALE,2015
Eliana,99,FEMALE,2021
Gitty,99,FEMALE,2019
Allison,99,FEMALE,2018
Arianna,99,FEMALE,2017
Michelle,99,FEMALE,2017
Natalie,99,FEMALE,2016
Maria,99,FEMALE,2012
Alice,99,FEMALE,2014
Serenity,99,FEMALE,2013
Grayson,99,MALE,2017
Miles,99,MALE,2017
Victor,99,MALE,2014
Ibrahim,99,MALE,2019
Juan,99,MALE,2011
Ivan,98,MALE,2015
Harper,98,FEMALE,2016
Melanie,98,FEMALE,2015
Amy,98,FEMALE,2015
Maria,98,FEMALE,2015
Zoey,98,FEMALE,2012
Naomi,98,FEMALE,2012
Maria,98,FEMALE,2011
Kimberly,98,FEMALE,2012
Taylor,98,FEMALE,2013
Aidan,98,MALE,2016
Yisroel,98,MALE,2016
Edward,98,MALE,2013
Luca,98,MALE,2017
Luis,98,MALE,2014
Brian,98,MALE,2014
Axel,98,MALE,2018
Melanie,98,FEMALE,2016
Grayson,98,MALE,2018
Mohamed,98,MALE,2015
Stella,98,FEMALE,2016
Marcus,98,MALE,2012
Xavier,98,MALE,2019
Chase,97,MALE,2013
Alexandra,97,FEMALE,2018
Gabriela,97,FEMALE,2011
Audrey,97,FEMALE,2016
Taylor,97,FEMALE,2012
Vanessa,97,FEMALE,2012
Vivian,97,FEMALE,2013
Jasmine,97,FEMALE,2013
Alaia,97,FEMALE,2020
Leonardo,97,MALE,2018
Omar,97,MALE,2018
Victor,97,MALE,2015
Theodore,97,MALE,2012
Cameron,97,MALE,2019
Yitzchok,97,MALE,2019
Zion,97,MALE,2020
Shimon,97,MALE,2020
Maxwell,96,MALE,2015
Violet,96,FEMALE,2020
Nova,96,FEMALE,2021
Skylar,96,FEMALE,2021
Stella,96,FEMALE,2021
Violet,96,FEMALE,2019
Alexa,96,FEMALE,2017
Brianna,96,FEMALE,2017
Fatima,96,FEMALE,2017
Savannah,96,FEMALE,2011
Scarlett,96,FEMALE,2011
Isabel,96,FEMALE,2015
Rivka,96,FEMALE,2012
Jennifer,96,FEMALE,2012
Isabelle,96,FEMALE,2014
Aria,96,FEMALE,2013
Maxwell,96,MALE,2013
Menachem,96,MALE,2017
Hudson,96,MALE,2015
Juan,96,MALE,2012
Alex,96,MALE,2019
Robert,96,MALE,2019
Patrick,96,MALE,2011
Alan,96,MALE,2011
Axel,96,MALE,2020
Tyler,95,MALE,2018
Hudson,95,MALE,2016
Hunter,95,MALE,2013
Cameron,95,MALE,2013
Luca,95,MALE,2013
Shimon,95,MALE,2013
Elias,95,MALE,2013
Ali,95,MALE,2017
Jeremy,95,MALE,2018
Alex,95,MALE,2018
Savannah,95,FEMALE,2013
Levi,95,MALE,2018
Shimon,95,MALE,2018
Jace,95,MALE,2015
Nova,95,FEMALE,2020
Gabriella,95,FEMALE,2021
Alyssa,95,FEMALE,2016
Sophie,95,FEMALE,2020
Malka,95,FEMALE,2016
Jessica,95,FEMALE,2012
Gianna,95,FEMALE,2014
Mateo,94,MALE,2012
George,94,MALE,2012
King,94,MALE,2019
Shimon,94,MALE,2011
Zion,94,MALE,2021
Leonardo,94,MALE,2021
Carter,94,MALE,2020
Lily,94,FEMALE,2018
Alaia,94,FEMALE,2019
Aaliyah,94,FEMALE,2018
Amaya,94,FEMALE,2018
Katherine,94,FEMALE,2017
Jessica,94,FEMALE,2011
Adriana,94,FEMALE,2011
Angelina,94,FEMALE,2016
Fatima,94,FEMALE,2016
Aubrey,94,FEMALE,2015
Angelina,94,FEMALE,2015
Alyssa,94,FEMALE,2015
Angela,94,FEMALE,2014
Edward,94,MALE,2016
Giovanni,94,MALE,2013
Jace,94,MALE,2013
King,94,MALE,2017
Shimon,94,MALE,2017
Tristan,94,MALE,2018
Jace,94,MALE,2018
Mohamed,94,MALE,2012
Kaiden,93,MALE,2013
Samantha,93,FEMALE,2019
Natalie,93,FEMALE,2019
Eleanor,93,FEMALE,2018
Natalie,93,FEMALE,2017
Alice,93,FEMALE,2011
Jasmine,93,FEMALE,2012
Mila,93,FEMALE,2013
Ezra,93,MALE,2016
Chase,93,MALE,2018
Eric,93,MALE,2018
Shimon,93,MALE,2012
Carter,93,MALE,2012
Miguel,93,MALE,2012
Cameron,93,MALE,2012
Leon,93,MALE,2019
Axel,93,MALE,2019
Cameron,93,MALE,2011
Axel,93,MALE,2021
Jordan,93,MALE,2021
Yitzchok,93,MALE,2020
Aron,93,MALE,2020
Jace,92,MALE,2017
Julia,92,FEMALE,2019
Nevaeh,92,FEMALE,2011
Amy,92,FEMALE,2016
Natalie,92,FEMALE,2015
Isabelle,92,FEMALE,2015
Amanda,92,FEMALE,2012
Madeline,92,FEMALE,2014
Vivian,92,FEMALE,2014
Claire,92,FEMALE,2014
Taylor,92,FEMALE,2014
Connor,92,MALE,2016
Richard,92,MALE,2013
Ashley,92,FEMALE,2019
Vincent,92,MALE,2017
Connor,92,MALE,2017
King,92,MALE,2014
Cameron,92,MALE,2014
Mordechai,92,MALE,2014
Mohamed,92,MALE,2014
Yehuda,92,MALE,2018
Richard,92,MALE,2015
Nicolas,92,MALE,2011
Jasper,92,MALE,2021
Nathaniel,92,MALE,2021
Elena,92,FEMALE,2019
Justin,91,MALE,2021
Skylar,91,FEMALE,2020
Arya,91,FEMALE,2020
Ariana,91,FEMALE,2021
Alice,91,FEMALE,2021
Kayla,91,FEMALE,2018
Laila,91,FEMALE,2011
